Texts,Text_Level,MLS,MLT,MLC,C.S,VP.T,C.T,DC.C,DC.T,T.S,CT.T,CP.T,CP.C,CN.T,CN.C
ELA0715_12.txt,12,26.4524,23.6383,10.3832,2.5476,2.766,2.2766,0.4953,1.1277,1.119,0.6383,0.4681,0.2056,3.4894,1.5327
ELA0716_3.txt,3,9.0192,9.5714,6.7,1.3462,1.7143,1.4286,0.2714,0.3878,0.9423,0.3469,0.0816,0.0571,1.102,0.7714
ELA0717_5.txt,5,11.1642,11.6875,8.5977,1.2985,1.6562,1.3594,0.2529,0.3438,0.9552,0.2812,0.1406,0.1034,1.5156,1.1149
ELA0718_7.txt,7,14.9767,14.6364,8.9444,1.6744,2.0227,1.6364,0.3194,0.5227,1.0233,0.3864,0.2273,0.1389,1.9318,1.1806
ELA0719_9.txt,9,18,18,10.0328,1.7941,2.3235,1.7941,0.377,0.6765,1,0.3235,0.2941,0.1639,2.5,1.3934
ELA0720_12.txt,12,20.5217,20.5217,10.9767,1.8696,2.7391,1.8696,0.3721,0.6957,1,0.4348,0.5217,0.2791,2.4348,1.3023
ELA0721_3.txt,3,9.0784,8.9038,7.2344,1.2549,1.3462,1.2308,0.1094,0.1346,1.0196,0.1154,0.0192,0.0156,0.8269,0.6719
ELA0722_5.txt,5,12.3214,11.8966,8.2143,1.5,1.8103,1.4483,0.25,0.3621,1.0357,0.3276,0.1379,0.0952,1.1379,0.7857
ELA0723_7.txt,7,15.9643,15.9643,9.2165,1.7321,2.3214,1.7321,0.3608,0.625,1,0.4286,0.1786,0.1031,1.6786,0.9691
ELA0724_9.txt,9,17.9821,16.5082,9.1545,1.9643,2.4098,1.8033,0.3818,0.6885,1.0893,0.4754,0.1967,0.1091,1.623,0.9
ELA0725_12.txt,12,19.6071,18.6102,9.7168,2.0179,2.5424,1.9153,0.4071,0.7797,1.0536,0.4746,0.3729,0.1947,2.1017,1.0973
ELA0726_3.txt,3,9.0204,8.84,6.597,1.3673,1.8,1.34,0.2537,0.34,1.0204,0.26,0.1,0.0746,0.94,0.7015
ELA0727_5.txt,5,11.7414,11.5424,8.0118,1.4655,1.7966,1.4407,0.2118,0.3051,1.0172,0.2712,0.1695,0.1176,1.3559,0.9412
ELA0728_7.txt,7,15,14.5385,8.8318,1.6984,2.0308,1.6462,0.2804,0.4615,1.0317,0.3692,0.2154,0.1308,2.0154,1.2243
ELA0729_9.txt,9,17.8333,15.7869,9.7273,1.8333,2.0328,1.623,0.2727,0.4426,1.1296,0.377,0.2787,0.1717,2.2459,1.3838
ELA0730_12.txt,12,21.5385,20,9.7674,2.2051,2.5238,2.0476,0.3721,0.7619,1.0769,0.5714,0.381,0.186,2.8333,1.3837
ELA0731_3.txt,3,8.2321,8.0877,6.9848,1.1786,1.4211,1.1579,0.1212,0.1404,1.0179,0.1404,0.0877,0.0758,0.6842,0.5909
ELA0732_5.txt,5,11.6393,11.6393,9.1026,1.2787,1.7869,1.2787,0.1795,0.2295,1,0.2131,0.2459,0.1923,1.1803,0.9231
ELA0733_7.txt,7,15.0167,14.7705,10.8554,1.3833,1.8852,1.3607,0.2169,0.2951,1.0167,0.2787,0.377,0.2771,1.8033,1.3253
ELA0734_9.txt,9,17.931,17.931,11.1828,1.6034,2.1207,1.6034,0.3226,0.5172,1,0.431,0.3448,0.2151,2.3103,1.4409
ELA0735_12.txt,12,24.2439,24.2439,12.9091,1.878,2.6098,1.878,0.3896,0.7317,1,0.4634,0.5122,0.2727,3.2439,1.7273
ELA0736_3.txt,3,8.8571,9.0182,6.7945,1.3036,1.5091,1.3273,0.2329,0.3091,0.9821,0.2182,0.0727,0.0548,1,0.7534
ELA0737_5.txt,5,12.0741,12.3019,9.0556,1.3333,1.8113,1.3585,0.1944,0.2642,0.9815,0.2075,0.3208,0.2361,1.3396,0.9861
ELA0738_7.txt,7,14.9333,13.7846,9.0505,1.65,2,1.5231,0.2323,0.3538,1.0833,0.3077,0.4462,0.2929,1.4615,0.9596
ELA0739_9.txt,9,17.8571,15.873,10.4167,1.7143,2.1111,1.5238,0.2604,0.3968,1.125,0.3333,0.5556,0.3646,1.9048,1.25
ELA0740_12.txt,12,25.775,21.9362,13.0506,1.975,2.5745,1.6809,0.2911,0.4894,1.175,0.4043,0.6809,0.4051,2.7234,1.6203
ELA0741_3.txt,3,9.9608,9.9608,7.2571,1.3725,1.6667,1.3725,0.2714,0.3725,1,0.3529,0.0196,0.0143,0.8824,0.6429
ELA0742_5.txt,5,13.082,13.3,9.0682,1.4426,1.8333,1.4667,0.3182,0.4667,0.9836,0.4167,0.1167,0.0795,1.3333,0.9091
ELA0743_7.txt,7,16.4464,16.4464,9.9032,1.6607,2.1786,1.6607,0.3763,0.625,1,0.5,0.1964,0.1183,1.9107,1.1505
ELA0744_9.txt,9,19.6304,19.6304,11.2875,1.7391,2.3696,1.7391,0.4375,0.7609,1,0.5217,0.2609,0.15,2.3696,1.3625
ELA0745_12.txt,12,24.7742,23.2727,11.4627,2.1613,2.8182,2.0303,0.4478,0.9091,1.0645,0.6061,0.2424,0.1194,2.9091,1.4328
ELA0746_3.txt,3,9.2321,9.2321,7.3857,1.25,1.5179,1.25,0.2286,0.2857,1,0.2857,0.1964,0.1571,0.8214,0.6571
ELA0747_5.txt,5,11.7797,11.7797,9.2667,1.2712,1.6441,1.2712,0.2,0.2542,1,0.2712,0.2034,0.16,1.3051,1.0267
ELA0748_7.txt,7,15.1636,13.9,9.2667,1.6364,1.9,1.5,0.2667,0.4,1.0909,0.35,0.2667,0.1778,1.6,1.0667
ELA0749_9.txt,9,18.1765,15.1967,10.3,1.7647,1.8525,1.4754,0.3,0.4426,1.1961,0.377,0.3443,0.2333,1.7541,1.1889
ELA0750_12.txt,12,20.3191,18.0189,9.55,2.1277,2.0566,1.8868,0.36,0.6792,1.1277,0.4717,0.4906,0.26,2.434,1.29
S0751_3.txt,3,9.0222,9.2273,7.5185,1.2,1.4091,1.2273,0.1667,0.2045,0.9778,0.1818,0.0909,0.0741,0.9091,0.7407
S0752_5.txt,5,11.95,11.95,7.6277,1.5667,1.8,1.5667,0.2872,0.45,1,0.3167,0.1167,0.0745,1.25,0.7979
S0753_7.txt,7,14.3958,13.82,7.764,1.8542,2.02,1.78,0.3483,0.62,1.0417,0.44,0.16,0.0899,1.66,0.9326
S0754_9.txt,9,18.1892,17.7105,8.6282,2.1081,2.4211,2.0526,0.4231,0.8684,1.027,0.5526,0.1842,0.0897,2.2632,1.1026
S0755_12.txt,12,21.0667,21.0667,8.7778,2.4,2.8333,2.4,0.5,1.2,1,0.7333,0.2333,0.0972,2.7333,1.1389
S0756_3.txt,3,8.56,8.9167,6.4848,1.32,1.5625,1.375,0.2576,0.3542,0.96,0.2917,0.1042,0.0758,0.7083,0.5152
S0757_5.txt,5,11.5938,11.7778,8.5287,1.3594,1.8571,1.381,0.2874,0.3968,0.9844,0.3492,0.2381,0.1724,1.3016,0.9425
S0758_7.txt,7,13.6825,14.1311,8.9792,1.5238,2.0492,1.5738,0.3542,0.5574,0.9683,0.4426,0.3443,0.2188,1.6393,1.0417
S0759_9.txt,9,15.9038,15.9038,10.2099,1.5577,2.0769,1.5577,0.358,0.5577,1,0.4615,0.3462,0.2222,1.9808,1.2716
S0760_12.txt,12,20.6765,20.6765,10.6515,1.9412,2.5294,1.9412,0.4242,0.8235,1,0.5294,0.5588,0.2879,2.6471,1.3636
S0761_3.txt,3,8.8395,9.1795,6.6296,1.3333,1.4744,1.3846,0.25,0.3462,0.963,0.3077,0.141,0.1019,0.9615,0.6944
S0762_5.txt,5,11.4762,11.9012,8.6071,1.3333,1.6173,1.3827,0.2589,0.358,0.9643,0.284,0.2099,0.1518,1.5556,1.125
S0763_7.txt,7,13.6463,13.8148,10.0811,1.3537,1.642,1.3704,0.2523,0.3457,0.9878,0.2593,0.284,0.2072,1.8025,1.3153
S0764_9.txt,9,16.9167,16.6849,11.1743,1.5139,1.863,1.4932,0.2844,0.4247,1.0139,0.3288,0.3562,0.2385,2.2603,1.5138
S0765_12.txt,12,22.6964,21.5424,12.9694,1.75,2.2034,1.661,0.3367,0.5593,1.0536,0.4237,0.5424,0.3265,3.1186,1.8776
S0766_3.txt,3,7.9487,8.1579,7.561,1.0513,1.2368,1.0789,0.0976,0.1053,0.9744,0.1053,0.1842,0.1707,0.8947,0.8293
S0767_5.txt,5,11.7407,11.5273,9.0571,1.2963,1.5455,1.2727,0.2429,0.3091,1.0185,0.2364,0.2182,0.1714,1.1636,0.9143
S0768_7.txt,7,14.0169,14.0169,10.3375,1.3559,1.6102,1.3559,0.2375,0.322,1,0.2542,0.3559,0.2625,1.6102,1.1875
S0769_9.txt,9,18.2222,17.2632,11.1818,1.6296,2.1579,1.5439,0.3523,0.5439,1.0556,0.4211,0.2807,0.1818,2.2456,1.4545
S0770_12.txt,12,23.6341,20.617,11.8171,2,2.5106,1.7447,0.4268,0.7447,1.1463,0.5319,0.3404,0.1951,2.766,1.5854
S0771_3.txt,3,8.3333,8.5227,6.0484,1.3778,1.6364,1.4091,0.3065,0.4318,0.9778,0.3409,0.1591,0.1129,0.8409,0.5968
S0772_5.txt,5,11.2414,11.2414,7.7619,1.4483,1.7241,1.4483,0.2619,0.3793,1,0.3448,0.2759,0.1905,1.1207,0.7738
S0773_7.txt,7,13.6212,12.662,8.99,1.5152,1.7606,1.4085,0.21,0.2958,1.0758,0.2817,0.2535,0.18,1.507,1.07
S0774_9.txt,9,16.0645,15.5625,9.7647,1.6452,2.0156,1.5938,0.2745,0.4375,1.0323,0.3906,0.4062,0.2549,1.9688,1.2353
S0775_12.txt,12,17.9024,16.3111,9.2911,1.9268,2.1667,1.7556,0.3165,0.5556,1.0976,0.4667,0.4556,0.2595,2.0222,1.1519
S0776_3.txt,3,8.4314,8.4314,7.8182,1.0784,1.4706,1.0784,0.0909,0.098,1,0.098,0.1176,0.1091,0.8039,0.7455
S0777_5.txt,5,11.4167,10.873,9.0132,1.2667,1.5397,1.2063,0.1447,0.1746,1.05,0.1746,0.254,0.2105,1.2698,1.0526
S0778_7.txt,7,14.9322,13.7656,9.5761,1.5593,1.8125,1.4375,0.2717,0.3906,1.0847,0.3438,0.3281,0.2283,1.7188,1.1957
S0779_9.txt,9,18.2037,16.1148,10.3474,1.7593,1.9508,1.5574,0.2947,0.459,1.1296,0.3934,0.3607,0.2316,1.9672,1.2632
S0780_12.txt,12,21.7042,20.013,10.9291,1.9859,2.4545,1.8312,0.3617,0.6623,1.0845,0.4675,0.5584,0.305,2.3766,1.2979
S0781_3.txt,3,9.0612,9.0612,7.5254,1.2041,1.3061,1.2041,0.1356,0.1633,1,0.1633,0.1429,0.1186,1.0408,0.8644
S0782_5.txt,5,12.7857,12.5614,8.6265,1.4821,1.5789,1.4561,0.2651,0.386,1.0179,0.2982,0.2807,0.1928,1.5263,1.0482
S0783_7.txt,7,15.7288,15.2131,10.427,1.5085,1.6885,1.459,0.2584,0.377,1.0339,0.3115,0.4426,0.3034,1.918,1.3146
S0784_9.txt,9,19.1091,18.4386,10.8351,1.7636,2,1.7018,0.3402,0.5789,1.0364,0.4211,0.5614,0.3299,2.3684,1.3918
S0785_12.txt,12,24.434,21.2295,11.1638,2.1887,2.2623,1.9016,0.4052,0.7705,1.1509,0.4754,0.6721,0.3534,2.8689,1.5086
S0786_3.txt,3,9.1957,9.1957,7.05,1.3043,1.4565,1.3043,0.2,0.2609,1,0.2609,0.0217,0.0167,1.1522,0.8833
S0787_5.txt,5,11.5167,11.9138,8.5309,1.35,1.6552,1.3966,0.2346,0.3276,0.9667,0.2931,0.1034,0.0741,1.431,1.0247
S0788_7.txt,7,15,14.7115,9.3293,1.6078,1.8846,1.5769,0.2805,0.4423,1.0196,0.4038,0.1538,0.0976,1.8654,1.1829
S0789_9.txt,9,18.5385,17.6341,10.0417,1.8462,2.2439,1.7561,0.3611,0.6341,1.0513,0.561,0.2195,0.125,2.2439,1.2778
S0790_12.txt,12,24.5357,21.4688,10.5692,2.3214,2.5938,2.0312,0.4154,0.8438,1.1429,0.75,0.3438,0.1692,2.8125,1.3846
S0791_3.txt,3,8.9375,8.9375,7.2712,1.2292,1.4583,1.2292,0.2034,0.25,1,0.2292,0.0625,0.0508,0.9167,0.7458
S0792_5.txt,5,12.4107,11.7797,8.0814,1.5357,1.7627,1.4576,0.2907,0.4237,1.0536,0.3559,0.1356,0.093,1.4237,0.9767
S0793_7.txt,7,17.7451,15.8772,8.9604,1.9804,2.0877,1.7719,0.3762,0.6667,1.1176,0.4561,0.3333,0.1881,2.0526,1.1584
S0794_9.txt,9,20.6,18.1765,9.1782,2.2444,2.3922,1.9804,0.4554,0.902,1.1333,0.549,0.3725,0.1881,2.4118,1.2178
S0795_12.txt,12,28.125,21.4286,9.6774,2.9062,2.6905,2.2143,0.4946,1.0952,1.3125,0.619,0.4524,0.2043,3,1.3548
S0796_3.txt,3,9.0208,8.8367,7.2167,1.25,1.3469,1.2245,0.2,0.2449,1.0208,0.2245,0.2449,0.2,1.0204,0.8333
S0797_5.txt,5,12.814,12.814,9.6667,1.3256,1.5814,1.3256,0.2807,0.3721,1,0.2791,0.3256,0.2456,1.6512,1.2456
S0798_7.txt,7,14.575,14.9487,11,1.325,1.7179,1.359,0.283,0.3846,0.975,0.3077,0.2564,0.1887,1.8462,1.3585
S0799_9.txt,9,18.1786,17.5517,13.0513,1.3929,1.6552,1.3448,0.2821,0.3793,1.0357,0.2759,0.3793,0.2821,2.2414,1.6667
S0800_12.txt,12,28.1667,24.1429,13.3421,2.1111,2.2381,1.8095,0.3947,0.7143,1.1667,0.5714,0.5238,0.2895,3.1905,1.7632
S0801_3.txt,3,8.4576,8.6034,6.4805,1.3051,1.569,1.3276,0.2468,0.3276,0.9831,0.2931,0.1379,0.1039,0.9655,0.7273
S0802_5.txt,5,11.8545,12.0741,7.5814,1.5636,2.1296,1.5926,0.3721,0.5926,0.9818,0.3889,0.2407,0.1512,1.3704,0.8605
S0803_7.txt,7,14.7451,14.1887,8.7442,1.6863,2.0566,1.6226,0.3721,0.6038,1.0392,0.434,0.3019,0.186,1.6792,1.0349
S0804_9.txt,9,17.8864,16.3958,9.5976,1.8636,2.3333,1.7083,0.3902,0.6667,1.0909,0.5,0.375,0.2195,2.0208,1.1829
S0805_12.txt,12,26.5185,21.697,10.5294,2.5185,2.7576,2.0606,0.3971,0.8182,1.2222,0.6667,0.5758,0.2794,2.4545,1.1912
S0806_3.txt,3,8.4444,8.5634,6.6813,1.2639,1.3944,1.2817,0.2088,0.2676,0.9861,0.2535,0.0563,0.044,1.1549,0.9011
S0807_5.txt,5,10.9692,10.803,8.1954,1.3385,1.5303,1.3182,0.2414,0.3182,1.0154,0.2727,0.1061,0.0805,1.5758,1.1954
S0808_7.txt,7,14.3922,14.68,10.9552,1.3137,1.66,1.34,0.2687,0.36,0.9804,0.32,0.36,0.2687,2.28,1.7015
S0809_9.txt,9,16.875,16.4634,10.8871,1.55,1.8537,1.5122,0.3226,0.4878,1.025,0.4146,0.3415,0.2258,2.7073,1.7903
S0810_12.txt,12,25.9524,22.7083,12.3864,2.0952,2.375,1.8333,0.3636,0.6667,1.1429,0.625,0.5,0.2727,3.5833,1.9545
S0811_3.txt,3,7.8077,7.9608,6.0597,1.2885,1.4902,1.3137,0.194,0.2549,0.9808,0.2157,0.0588,0.0448,0.7647,0.5821
S0812_5.txt,5,11.1818,10.9821,6.9886,1.6,1.8571,1.5714,0.2727,0.4286,1.0182,0.3214,0.125,0.0795,1.125,0.7159
S0813_7.txt,7,14.6316,14.3793,8.0971,1.807,2.2586,1.7759,0.3398,0.6034,1.0175,0.4655,0.2069,0.1165,1.7241,0.9709
S0814_9.txt,9,17.6724,17.0833,8.8362,2,2.4333,1.9333,0.4052,0.7833,1.0345,0.5167,0.2667,0.1379,1.9833,1.0259
S0815_12.txt,12,29.1957,25.8269,9.8029,2.9783,3.4423,2.6346,0.5036,1.3269,1.1304,0.7692,0.4808,0.1825,3.2308,1.2263
S0816_3.txt,3,7.5641,7.375,6.7045,1.1282,1.275,1.1,0.1136,0.125,1.0256,0.125,0.15,0.1364,0.9,0.8182
S0817_5.txt,5,11.5385,11.3208,8.8235,1.3077,1.6415,1.283,0.1912,0.2453,1.0192,0.1887,0.3019,0.2353,1.3019,1.0147
S0818_7.txt,7,14.3962,13.625,9.6582,1.4906,1.75,1.4107,0.2152,0.3036,1.0566,0.2143,0.4107,0.2911,1.5536,1.1013
S0819_9.txt,9,17.7073,16.1333,10.5217,1.6829,1.9778,1.5333,0.2609,0.4,1.0976,0.2667,0.4667,0.3043,1.9333,1.2609
S0820_12.txt,12,21.7097,17.2564,11.807,1.8387,1.9744,1.4615,0.2982,0.4359,1.2581,0.3333,0.6154,0.4211,2.1026,1.4386
S0821_3.txt,3,8.9773,9.186,6.6949,1.3409,1.4884,1.3721,0.2881,0.3953,0.9773,0.3953,0.186,0.1356,0.8605,0.6271
S0822_5.txt,5,11.1923,11.64,8.5588,1.3077,1.62,1.36,0.2794,0.38,0.9615,0.36,0.3,0.2206,1.24,0.9118
S0823_7.txt,7,13.0192,12.7736,9.9559,1.3077,1.6226,1.283,0.25,0.3208,1.0192,0.2264,0.2453,0.1912,1.6038,1.25
S0824_9.txt,9,16.2683,16.2683,10.5873,1.5366,2.0244,1.5366,0.3651,0.561,1,0.4146,0.2927,0.1905,2.2195,1.4444
S0825_12.txt,12,22.2593,20.7241,12.02,1.8519,2.6207,1.7241,0.44,0.7586,1.0741,0.5862,0.4138,0.24,2.7241,1.58
S0826_3.txt,3,9.8409,9.8409,5.7733,1.7045,1.8409,1.7045,0.3867,0.6591,1,0.5,0.0455,0.0267,1,0.5867
S0827_5.txt,5,12.4815,12.4815,8.1205,1.537,1.6111,1.537,0.241,0.3704,1,0.2407,0.1296,0.0843,1.5741,1.0241
S0828_7.txt,7,14.8298,14.5208,9.1711,1.617,1.6875,1.5833,0.2105,0.3333,1.0213,0.25,0.1875,0.1184,2.0625,1.3026
S0829_9.txt,9,17.7368,16.85,10.2121,1.7368,1.775,1.65,0.2121,0.35,1.0526,0.25,0.4,0.2424,2.5,1.5152
S0830_12.txt,12,21.6071,21.6071,11,1.9643,2.1071,1.9643,0.2727,0.5357,1,0.3929,0.3929,0.2,3.4286,1.7455
S0831_3.txt,3,8.3333,8.6207,6.8493,1.2167,1.5,1.2586,0.1644,0.2069,0.9667,0.2069,0.0517,0.0411,0.931,0.7397
S0832_5.txt,5,11.254,11.4355,8.0568,1.3968,1.6774,1.4194,0.2159,0.3065,0.9841,0.2903,0.0806,0.0568,1.2903,0.9091
S0833_7.txt,7,14.6,14.6,9.125,1.6,1.9231,1.6,0.2981,0.4769,1,0.3846,0.1846,0.1154,1.9077,1.1923
S0834_9.txt,9,18,17.4,9.9429,1.8103,2.25,1.75,0.3619,0.6333,1.0345,0.5,0.2667,0.1524,2.4167,1.381
S0835_12.txt,12,21.7273,19.9167,9.9583,2.1818,2.5833,2,0.4062,0.8125,1.0909,0.625,0.3333,0.1667,2.7917,1.3958
S0836_3.txt,3,10,9.7297,7.5,1.3333,1.9459,1.2973,0.2292,0.2973,1.0278,0.2973,0.1622,0.125,0.9459,0.7292
S0837_5.txt,5,12.5556,12.2826,8.1884,1.5333,1.9783,1.5,0.2609,0.3913,1.0222,0.3261,0.3478,0.2319,1.0435,0.6957
S0838_7.txt,7,14.6346,14.6346,8.8488,1.6538,2.0769,1.6538,0.3023,0.5,1,0.4423,0.3846,0.2326,1.5385,0.9302
S0839_9.txt,9,17.0227,15.9362,9.7273,1.75,2.2979,1.6383,0.2468,0.4043,1.0682,0.3404,0.4894,0.2987,1.6383,1
S0840_12.txt,12,24.6667,21.4839,10.918,2.2593,2.9032,1.9677,0.2787,0.5484,1.1481,0.3871,0.6452,0.3279,2.4194,1.2295
S0841_3.txt,3,9.1613,8.875,7.2821,1.2581,1.5312,1.2188,0.1667,0.2031,1.0323,0.1875,0.1094,0.0897,0.875,0.7179
S0842_5.txt,5,12.2321,12.0175,8.8961,1.375,1.7193,1.3509,0.2468,0.3333,1.0179,0.2632,0.2105,0.1558,1.2982,0.961
S0843_7.txt,7,15.9216,15.9216,11.2778,1.4118,1.8824,1.4118,0.2361,0.3333,1,0.2941,0.4118,0.2917,2,1.4167
S0844_9.txt,9,18.6875,18.6875,12.8143,1.4583,1.9375,1.4583,0.2571,0.375,1,0.2917,0.5,0.3429,2.3542,1.6143
S0845_12.txt,12,25.6667,24.4146,13.9028,1.8462,2.5366,1.7561,0.3333,0.5854,1.0513,0.439,0.7561,0.4306,3.3415,1.9028
S0846_3.txt,3,7.806,8.1719,7.0676,1.1045,1.3281,1.1562,0.1351,0.1562,0.9552,0.125,0.1406,0.1216,0.9844,0.8514
S0847_5.txt,5,11.3793,12.6923,8.6842,1.3103,1.7308,1.4615,0.3026,0.4423,0.8966,0.3654,0.25,0.1711,1.5192,1.0395
S0848_7.txt,7,14.4082,16.0455,10.3824,1.3878,1.9091,1.5455,0.3529,0.5455,0.898,0.3864,0.3182,0.2059,1.7727,1.1471
S0849_9.txt,9,17.6,19.5556,11.9322,1.475,2.1389,1.6389,0.3729,0.6111,0.9,0.4167,0.4722,0.2881,2.1944,1.339
S0850_12.txt,12,20.3448,22.6923,15.5263,1.3103,2.1154,1.4615,0.2895,0.4231,0.8966,0.3846,0.5769,0.3947,2.6923,1.8421
S0851_3.txt,3,9.1132,9.1132,8.3276,1.0943,1.3774,1.0943,0.1379,0.1509,1,0.1132,0.1132,0.1034,0.7925,0.7241
S0852_5.txt,5,12.0175,12.2321,9.2568,1.2982,1.5893,1.3214,0.2027,0.2679,0.9825,0.2321,0.1786,0.1351,1.3393,1.0135
S0853_7.txt,7,17,16.6458,11.2535,1.5106,1.7917,1.4792,0.2817,0.4167,1.0213,0.3333,0.2917,0.1972,1.8542,1.2535
S0854_9.txt,9,20.6216,20.0789,12.3065,1.6757,2,1.6316,0.3226,0.5263,1.027,0.4474,0.4211,0.2581,2.3158,1.4194
S0855_12.txt,12,29.8,27.5926,13.0702,2.28,2.7407,2.1111,0.4386,0.9259,1.08,0.7407,0.5556,0.2632,3.3333,1.5789
S0856_3.txt,3,9.0377,9.0377,6.942,1.3019,1.7358,1.3019,0.1884,0.2453,1,0.2075,0.0755,0.058,1.0189,0.7826
S0857_5.txt,5,11.6774,11.8689,9.4026,1.2419,1.7705,1.2623,0.1948,0.2459,0.9839,0.2295,0.2131,0.1688,1.4098,1.1169
S0858_7.txt,7,14.9,14.4194,10.0449,1.4833,2.0968,1.4355,0.2472,0.3548,1.0333,0.2903,0.3387,0.236,1.7742,1.236
S0859_9.txt,9,17.3519,16.1552,10.5281,1.6481,2.3103,1.5345,0.3258,0.5,1.0741,0.3793,0.3276,0.2135,2.069,1.3483
S0860_12.txt,12,25.9429,21.1163,11.2099,2.3143,2.8837,1.8837,0.3951,0.7442,1.2286,0.5116,0.6279,0.3333,2.6744,1.4198
S0861_3.txt,3,8.4157,8.4157,6.8091,1.236,1.4719,1.236,0.1364,0.1685,1,0.1573,0.1573,0.1273,0.8764,0.7091
S0862_5.txt,5,11.2647,11.1014,8.0632,1.3971,1.7391,1.3768,0.2,0.2754,1.0147,0.2464,0.3333,0.2421,1.3623,0.9895
S0863_7.txt,7,14.8333,14.3971,9.0648,1.6364,2.0441,1.5882,0.2778,0.4412,1.0303,0.3529,0.5882,0.3704,1.8971,1.1944
S0864_9.txt,9,18.6481,16.5082,10.1717,1.8333,2.1639,1.623,0.3131,0.5082,1.1296,0.377,0.7049,0.4343,2.1311,1.3131
S0865_12.txt,12,21.2558,17.9216,10.2697,2.0698,2.3922,1.7451,0.3258,0.5686,1.186,0.4118,0.7647,0.4382,2.3137,1.3258
S0866_3.txt,3,7.6852,7.6852,6.1029,1.2593,1.5,1.2593,0.1471,0.1852,1,0.1852,0.1852,0.1471,0.7407,0.5882
S0867_5.txt,5,12.0909,12.3148,8.4177,1.4364,1.8889,1.463,0.2532,0.3704,0.9818,0.3333,0.2593,0.1772,1.5556,1.0633
S0868_7.txt,7,14.6071,14.6071,9.8554,1.4821,1.9464,1.4821,0.2651,0.3929,1,0.3036,0.4286,0.2892,1.9107,1.2892
S0869_9.txt,9,17.4375,17.4375,10.8701,1.6042,2.25,1.6042,0.2987,0.4792,1,0.3542,0.5208,0.3247,2.2708,1.4156
S0870_12.txt,12,28.7778,27.75,13.1695,2.1852,3.2143,2.1071,0.4068,0.8571,1.037,0.5357,0.8929,0.4237,3.7143,1.7627
S0871_3.txt,3,8.8222,8.8222,6.7288,1.3111,1.5556,1.3111,0.1017,0.1333,1,0.1111,0.1111,0.0847,0.7333,0.5593
S0872_5.txt,5,11.7586,11.5593,7.75,1.5172,1.9661,1.4915,0.1023,0.1525,1.0172,0.1525,0.2881,0.1932,1.2034,0.8068
S0873_7.txt,7,15.2542,15,9.8901,1.5424,2.1333,1.5167,0.2308,0.35,1.0169,0.3,0.4167,0.2747,1.8167,1.1978
S0874_9.txt,9,18.125,17.4,10.3571,1.75,2.36,1.68,0.2619,0.44,1.0417,0.3,0.52,0.3095,2.12,1.2619
S0875_12.txt,12,24.6774,22.5,12.1429,2.0323,2.9412,1.8529,0.3175,0.5882,1.0968,0.4412,0.6471,0.3492,3.0588,1.6508
S0876_3.txt,3,8.62,8.62,7.6964,1.12,1.18,1.12,0.1071,0.12,1,0.12,0.16,0.1429,0.94,0.8393
S0877_5.txt,5,11.1667,11.1667,9.0541,1.2333,1.3833,1.2333,0.2162,0.2667,1,0.2167,0.2667,0.2162,1.3833,1.1216
S0878_7.txt,7,14.6415,14.1091,9.9487,1.4717,1.6545,1.4182,0.2949,0.4182,1.0377,0.3273,0.3455,0.2436,1.8727,1.3205
S0879_9.txt,9,16.5098,14.7719,10.7949,1.5294,1.6491,1.3684,0.2821,0.386,1.1176,0.3333,0.2982,0.2179,1.9649,1.4359
S0880_12.txt,12,21.1538,18.75,11.7857,1.7949,1.9545,1.5909,0.3286,0.5227,1.1282,0.4773,0.4545,0.2857,2.4773,1.5571
S0881_3.txt,3,10.1707,9.6977,6.7258,1.5122,1.9302,1.4419,0.2742,0.3953,1.0488,0.3023,0.1628,0.1129,1.0233,0.7097
S0882_5.txt,5,13.0667,12.25,7.5385,1.7333,2.3125,1.625,0.3462,0.5625,1.0667,0.4167,0.25,0.1538,1.2917,0.7949
S0883_7.txt,7,17.9111,16.12,8.3093,2.1556,2.88,1.94,0.4639,0.9,1.1111,0.48,0.42,0.2165,2,1.0309
S0884_9.txt,9,21.1364,18.9796,8.3036,2.5455,3.3469,2.2857,0.5268,1.2041,1.1136,0.4898,0.5102,0.2232,2.3265,1.0179
S0885_12.txt,12,22.7586,20.3077,8.4615,2.6897,3.4,2.4,0.5769,1.3846,1.1207,0.5538,0.5692,0.2372,2.4769,1.0321
S0886_3.txt,3,8.3878,8.7447,7.6111,1.102,1.3617,1.1489,0.1296,0.1489,0.9592,0.1489,0.1064,0.0926,1,0.8704
S0887_5.txt,5,11.6078,10.5714,8.338,1.3922,1.5,1.2679,0.2254,0.2857,1.098,0.3036,0.1786,0.1408,1.375,1.0845
S0888_7.txt,7,15.1818,14.1525,10.7051,1.4182,1.7119,1.322,0.2564,0.339,1.0727,0.2712,0.2542,0.1923,1.7797,1.3462
S0889_9.txt,9,18.3,17.5962,11.1585,1.64,2.0192,1.5769,0.2683,0.4231,1.04,0.3654,0.4038,0.2561,2.4038,1.5244
S0890_12.txt,12,27.2903,22.8649,11.589,2.3548,2.5676,1.973,0.3014,0.5946,1.1935,0.4054,0.4054,0.2055,3.1351,1.589
S0891_3.txt,3,8.617,8.617,7.2321,1.1915,1.4255,1.1915,0.1429,0.1702,1,0.1702,0.1277,0.1071,1,0.8393
